127.0.0.1 - - [07/Jun/2023:08:26:38 +0900] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/images/sm/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/fonts/icofont.woff HTTP/1.1" 200 645604
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/company/1/project/1/boardType/boardTypeList HTTP/1.1" 200 241
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 833
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 759
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 759
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/company/1/project/1/codeEditor/getExampleCode?language=4 HTTP/1.1" 200 251
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/company/1/project/1/codeWall/codeWallListJson HTTP/1.1" 200 1333
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 759
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:43 +0900] "GET /ourmine/company/1/project/1/codeWall/codeWallListJson HTTP/1.1" 200 1333
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:18:44 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 833
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "POST /ourmine/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "GET /ourmine/login?logout HTTP/1.1" 200 7041
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "GET /ourmine/resources/css/animations.css HTTP/1.1" 200 18817
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "GET /ourmine/resources/images/lg/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "GET /ourmine/resources/images/%EB%A1%9C%EA%B7%B8%EC%9D%B82.png HTTP/1.1" 200 38869
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:44 +0900] "GET /ourmine/login?logout HTTP/1.1" 200 7041
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "POST /ourmine/login?logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/ HTTP/1.1" 200 44367
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/jquery.serializeObject.min.js HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/jquery-3.6.3.min.js HTTP/1.1" 200 89947
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/css/responsive.dataTables.min.css HTTP/1.1" 200 3929
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/css/jquery-nestable.css HTTP/1.1" 200 7609
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/css/dataTables.bootstrap5.min.css HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/css/animations.css HTTP/1.1" 200 18817
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/task.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/template.js HTTP/1.1" 200 3280
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/nestable.bundle.js HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/images/no-data.svg HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/images/lg/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/resources/fonts/icofont.woff HTTP/1.1" 200 645604
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:54 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 2382
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:55 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:55 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:55 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:55 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 2382
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/css/jquery-nestable.css HTTP/1.1" 200 7609
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/jquery.serializeObject.min.js HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/jquery-3.6.3.min.js HTTP/1.1" 200 89947
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/css/dataTables.bootstrap5.min.css HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/css/responsive.dataTables.min.css HTTP/1.1" 200 3929
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/company/1/project/projectList HTTP/1.1" 200 85023
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/images/lg/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/template.js HTTP/1.1" 200 3280
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/nestable.bundle.js HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/task.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:56 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/resources/fonts/icofont.woff HTTP/1.1" 200 645604
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 2382
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/company/1/project/projectMemberJson HTTP/1.1" 200 6578
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/company/1/project/projectListJson HTTP/1.1" 200 531
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:57 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/xs/avatar7.jpg HTTP/1.1" 200 1304
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:19:58 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 2382
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/company/1/project/1/dashBoard HTTP/1.1" 200 62945
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/jquery-3.6.3.min.js HTTP/1.1" 200 89947
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/jquery.serializeObject.min.js HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/css/jquery-nestable.css HTTP/1.1" 200 7609
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/css/responsive.dataTables.min.css HTTP/1.1" 200 3929
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/css/dataTables.bootstrap5.min.css HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/nestable.bundle.js HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/template.js HTTP/1.1" 200 3280
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/task.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/images/lg/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/fonts/icofont.woff HTTP/1.1" 200 645604
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/company/1/project/1/boardType/boardTypeList HTTP/1.1" 200 241
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 2382
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "POST /ourmine/company/1/project/1/dashBoard/dashBoardJson HTTP/1.1" 200 451
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/company/1/project/1/dashBoard/projectData?projectId=1 HTTP/1.1" 200 4668
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/images/xs/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/company/1/project/1/dashBoard/workMemberData?projectId=1 HTTP/1.1" 200 3928
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/company/1/project/1/dashBoard/issueData?projectId=1 HTTP/1.1" 200 993
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/company/1/project/1/dashBoard/workData?projectId=1 HTTP/1.1" 200 658
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:19 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:20 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 2382
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/company/1/project/1/projectWork HTTP/1.1" 200 107263
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/jquery-3.6.3.min.js HTTP/1.1" 200 89947
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/css/jquery-nestable.css HTTP/1.1" 200 7609
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/jquery.serializeObject.min.js HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/css/dataTables.bootstrap5.min.css HTTP/1.1" 200 5384
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/css/responsive.dataTables.min.css HTTP/1.1" 200 3929
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/css/my-task.style.min.css HTTP/1.1" 200 380665
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/libscripts.bundle.js HTTP/1.1" 200 167191
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/apexcharts.bundle.js HTTP/1.1" 200 486412
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/template.js HTTP/1.1" 200 3280
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/task.js HTTP/1.1" 200 509
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/index.js HTTP/1.1" 200 7768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/todo.js HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/nestable.bundle.js HTTP/1.1" 200 18082
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/dataTables.bundle.js HTTP/1.1" 200 101003
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/images/lg/%EB%A7%88%EC%8A%A4%EC%BD%94%ED%8A%B8_%ED%88%AC%EB%AA%85.png HTTP/1.1" 200 17350
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/hr.js HTTP/1.1" 200 5684
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.min.css HTTP/1.1" 200 20713
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/js/sweetalert2/sweetalert2.all.min.js HTTP/1.1" 200 64340
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/aws/echo HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/company/1/project/1/boardType/boardTypeList HTTP/1.1" 200 241
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 2382
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/fonts/icofont.woff HTTP/1.1" 200 645604
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/company/1/project/1/projectWork/projectMemberList HTTP/1.1" 200 2097
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/company/1/project/1/projectWork/projectWorkListJson HTTP/1.1" 200 6340
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:21 +0900] "GET /ourmine/member/memberViewJson HTTP/1.1" 200 768
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:22 +0900] "GET /ourmine/alarm/alarmList HTTP/1.1" 200 2382
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:25 +0900] "GET /ourmine/company/1/project/1/projectWork/projectWorkListJson?page=1 HTTP/1.1" 200 6340
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:25 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:26 +0900] "GET /ourmine/company/1/project/1/projectWork/projectWorkListJson?page=2 HTTP/1.1" 200 6534
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:26 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:27 +0900] "GET /ourmine/company/1/project/1/projectWork/projectWorkListJson?page=3 HTTP/1.1" 200 6618
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:27 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:28 +0900] "GET /ourmine/company/1/project/1/projectWork/projectWorkListJson?page=4 HTTP/1.1" 200 6351
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:28 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:29 +0900] "GET /ourmine/company/1/project/1/projectWork/projectWorkListJson?page=5 HTTP/1.1" 200 4137
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:29 +0900] "GET /ourmine/resources/mytask/documentation/assets/images/profile_av.png HTTP/1.1" 200 8547
0:0:0:0:0:0:0:1 - - [07/Jun/2023:15:20:31 +0900] "GET /ourmine/company/1/project/1/projectWork/projectWorkListJson?page=1 HTTP/1.1" 200 6340
